address,label,english,portuguese,verdict,note
JDG.9.28,28,"<em>Sichem</em>. Why should this ancient city be thus degraded? This son of Jerobaal deigns not to reside among us, but sets one of his servants over us! H.—He mentions <em>Jerobaal</em> instead of Gedeon, to remind the people of the indignity formerly offered to their great idol, by the father of their present ruler. M.—Heb. may have another sense. “Who is Abimelech?… Is he not the son of Jerobaal, and Zebul his officer? Serve the men of Hemor,” &c. It seems that Gaal was of the race of Chanaan, by the manner in which he speaks of Hemor, whose history is given, Gen. 34. Many of the same nations might still inhabit Sichem, ( C.) which made the people so bold and zealous in the adoration of Baal. H.—The insidious Gaal hence takes occasion to propose to his countrymen, that they had better acknowledge the authority of their ancient magistrates, who occupied the place of Hemor. C.—But he immediately insinuates, that the most effectual method to expel the tyrant, would be to vest him with the sovereign authority. H. v. 29.—The party of Abimelech was now the weaker. C.","<em>Siquém</em>. Por que esta antiga cidade haveria de ser assim degradada? Este filho de Jerobaal não se digna a residir entre nós, mas coloca um de seus servos sobre nós! H.—Menciona <em>Jerobaal</em> em vez de Gedeão para recordar ao povo a indignidade outrora infligida ao seu grande ídolo pelo pai do seu atual governante. M.—O Heb. pode ter outro sentido. ""Quem é Abimeleque?… Não é ele filho de Jerobaal, e Zebul seu oficial? Servi os homens de Hemor,"" etc. Parece que Gaal era da raça de Canaã, pelo modo como fala de Hemor, cuja história é narrada em Gên. 34. Muitos dos mesmos povos ainda poderiam habitar Siquém, ( C.) o que tornava o povo tão audaz e zeloso na adoração de Baal. H.—O insidioso Gaal aproveita a ocasião para propor a seus compatriotas que melhor fariam em reconhecer a autoridade de seus antigos magistrados, que ocupavam o lugar de Hemor. C.—Mas logo insinua que o método mais eficaz para expulsar o tirano seria investir-se da autoridade soberana. H. v. 29.—O partido de Abimeleque era então o mais fraco. C.",,
JDG.15.20,20,"<em>Years.</em> Salien gathers from this remark being made here, that the Philistines still asserted their dominion over Israel, but with greater moderation than they had done before: and both nations acknowledged the judicial authority of Samson, who had now been giving them such proofs of his valour for two years, soon after he performed the feat at Gaza, A.C. 1169, being on some business. H.","<em>Anos.</em> Salien deduz desta observação, feita aqui, que os filisteus ainda afirmavam seu domínio sobre Israel, porém com maior moderação do que antes: e ambas as nações reconheciam a autoridade judicial de Sansão, que então vinha dando-lhes tais provas de seu valor por dois anos, pouco depois de realizar o feito em Gaza, A.C. 1169, estando ali por algum negócio. H.",,
JDG.20.18,18,"<em>Silo.</em> Heb. simply “to Bethel,” which the Sept. Syr. Josephus, and others, explain of the city: but others generally understand “the house of God,” at Silo, for which Bethel is placed. C. 21:2. 9 and 12. Phinees resided near the tabernacle, and was desired to consult.—<em>Juda</em> is not the name of a man, but of the tribe; ( C.) and probably Othoniel would have the chief command. Salien.—The Israelites do not ask whether they ought to make war on their brethren, &c. but only desire to know which tribe shall begin the attack. C. 1:1 and 10:18. They manifest a degree of presumption, which God soon chastised, ( C.) as well as the idolatry of Dan, &c. which they had neglected to punish, though they had an express command to do it. Deut. 13:12. Salien.—They were full of pride, and only concerned to revenge their own wrongs. H.","<em>Silo.</em> Heb. simplesmente ""a Betel,"" que os Sept., Syr., Josefo e outros explicam como a cidade; mas outros em geral entendem ""a casa de Deus,"" em Silo, em cujo lugar Betel é posto. C. 21:2. 9 e 12. Fineias residia perto do tabernáculo e foi solicitado a consultar.—<em>Judá</em> não é nome de homem, mas da tribo; (C.) e provavelmente Otoniel teria o comando principal. Salien.—Os israelitas não perguntam se devem fazer guerra a seus irmãos, &c., mas somente desejam saber qual tribo começará o ataque. C. 1:1 e 10:18. Manifestam certo grau de presunção, que Deus logo castigou, (C.) assim como a idolatria de Dã, &c., que haviam negligenciado punir, embora tivessem uma ordem expressa para fazê-lo. Deut. 13:12. Salien.—Estavam cheios de orgulho e preocupados apenas em vingar suas próprias ofensas. H.",,
RUT.3.14,14,"<em>Hither.</em> The next kinsman might otherwise allege this as a pretext for not marrying her, (Salien) as people are but too apt to suspect the worst, though nothing amiss had passed between them. H.—Booz consulted his own as well as Ruth’s reputation: for the apostle admonishes us to <em>abstain from every appearance of evil.</em> 1 Thess. 5:22. M.","<em>Aqui.</em> O parente mais próximo poderia de outro modo alegar isso como pretexto para não se casar com ela, (Salien) pois as pessoas são demasiado propensas a suspeitar do pior, ainda que nada de errado tivesse ocorrido entre eles. H.—Booz zelou tanto pela sua própria reputação quanto pela de Rute: pois o Apóstolo nos admoesta a <em>abster-nos de toda aparência de mal.</em> 1 Ts. 5:22. M.",,
1SA.14.3,3,"<em>Ephod;</em> or was high priest, v. 18. Achias is called Achimelech, C. 22:9. C.—He had succeeded his father, Achitob, in the beginning of Saul’s reign, after the former had held the dignity twenty-two years. Salien, A. 2962.","<em>Éfod;</em> ou era sumo sacerdote, v. 18. Aquias é chamado Aquimelec, C. 22:9. C.—Havia sucedido a seu pai, Aquitob, no início do reinado de Saul, após o anterior ter exercido a dignidade por vinte e dois anos. Salien, A. 2962.",,
1SA.17.24,24,"<em>Exceedingly</em>, though they had now heard him twice a-day for so long a time, (Ken.) and came purposely to engage him and all the Philistine army. Perhaps he proceeded farther than usual. H.","<em>Sobremaneira</em>, ainda que já o houvessem ouvido duas vezes ao dia por tanto tempo, (Ken.) e tivessem vindo expressamente para enfrentá-lo a ele e a todo o exército filisteu. Talvez ele tenha ido mais longe do que de costume. H.",,
1SA.25.25,25,"<em>The king</em>, is not in Heb. Sept. &c. David’s title was not yet publicly acknowledged. C.—But Abigail plainly alludes to it, v. 28. H.—<em>Name. Nabal</em>, in Hebrew, signifies <em>a fool.</em> C.—Thus she extenuates his fault, by attributing it to a deficiency in understanding.","<em>O rei</em> não está no Heb. Sept. etc. O título de Davi ainda não era publicamente reconhecido. C.—Mas Abigail claramente a ele alude, v. 28. H.—<em>Nome. Nabal</em>, em hebraico, significa <em>insensato.</em> C.—Assim ela atenua a falta dele, atribuindo-a a uma deficiência de entendimento.",,
1SA.26.22,22,"<em>It.</em> He would not keep the spear, lest it might seem disrespectful.","<em>Isso.</em> Ele não quis ficar com a lança, para que não parecesse falta de respeito.",,
2SA.11.8,8,"<em>Feet.</em> As they did not wear stockings, this practice was very common after a journey. David thus insinuated that Urias might take his rest, and go to his wife, that so he might suppose that the child was his own, and the crime of Bethsabee might be concealed. C.—<em>King</em>, as a mark of honour, but in reality that he might be more excited to indulge his pleasures. Abulensis. M.","<em>Pés.</em> Como não usavam meias, este costume era muito comum após uma viagem. Davi assim insinuou que Urias poderia descansar e ir ter com sua esposa, para que ele pudesse supor que o filho era seu e o crime de Betsabeia pudesse ser ocultado. C.—<em>Rei</em>, como sinal de honra, mas na realidade para que ele fosse mais incitado a entregar-se aos seus prazeres. Abulensis. M.",,
2SA.12.4,4,"<em>To him.</em> This wanton cruelty caused David to pronounce him deserving of death; as simple theft was punished with only a four-fold restitution. Ex. 22:1. Judges sometimes diminish, and at other times increase, the severity of the law, according to the dispositions of the offenders, which lawgivers could not exactly foresee. C.","<em>A ele.</em> Esta crueldade gratuita levou Davi a pronunciar que ele merecia a morte; pois o simples furto era punido apenas com uma restituição quádrupla. Ex 22:1. Os juízes ora diminuem, ora aumentam a severidade da lei, conforme as disposições dos infratores, as quais os legisladores não podiam prever com exatidão. C.",,
2SA.21.16,16,"<em>Jesbibenob</em> may signify, “Jesbi, the son of Ob.” Sept. “Jesbe, of Nob, who was of the race of the giants.” Arapha seems to have been one of great fame, (v. 18–21–22) who had several children; unless other giants assumed his name. C.—<em>Ounces.</em> Heb. “<em>sicles</em> of brass, in weight.” Sicles is only understood, as on similar occasions. Neither is <em>sword</em> expressed; ( H.) so that some think he had on a new suit of armour. Sym. “a sword.” Rom. Sept. “a club.” The weight of the whole spear is specified in Heb. Sept. &c. ( C.) as weighing “300—of brass,” ( H.) of which metal it seems to have been formed, as the Jews had no such money till the captivity.","<em>Jesbibenob</em> pode significar ""Jesbi, filho de Ob."" Sept.: ""Jesbe, de Nob, que era da raça dos gigantes."" Arapha parece ter sido alguém de grande renome, (v. 18–21–22) que teve vários filhos; a menos que outros gigantes tenham assumido seu nome. C.—<em>Onças.</em> Heb.: ""<em>siclos</em> de bronze, em peso."" Siclos é apenas subentendido, como em ocasiões semelhantes. Tampouco está expresso <em>espada</em>; (H.) de modo que alguns pensam que ele trazia uma armadura nova. Sim.: ""uma espada."" Rom. Sept.: ""uma clava."" O peso total da lança é especificado no Heb. Sept. &c. (C.) como pesando ""300—de bronze,"" (H.) metal do qual parece ter sido feita, pois os judeus não tinham tal moeda até o cativeiro.",,
1KI.6.36,36,"<em>Court</em> of the priests.—<em>Cedar.</em> Some think that the court was surrounded with galleries, supported on three rows of pillars; or one gallery was above another, on pillars of stone, with a third supported by cedar pillars. M.—But Josephus takes no notice of these galleries. Others think that the wall of separation consisted only of two rows of stone, with a third of wood, in all three cubits high. Joseph. viii. 2. Villal.—But the sacred writers seem rather to indicate, that beams of cedar were fixed in the walls, at the distance of three courses of stone, even to the top. This mode of architecture is clearly mentioned, C. 7:12. 1 Esd. 6:3. 4 and 5:8. Habac. 2:11. The ancients admired such a variety, and deemed the building more solid. Vit. i. 5. Eupolemus (ap. Eus. præp. ix. 34.) take notice, that these beams were fastened together, in the temple, by hooks of copper, weighing each a talent. H.—Such was the structure of the inner court. C.","<em>Átrio</em> dos sacerdotes.—<em>Cedro.</em> Alguns pensam que o átrio era cercado de galerias apoiadas em três filas de colunas; ou uma galeria ficava acima da outra, sobre colunas de pedra, com uma terceira sustentada por colunas de cedro. M.—Mas Josefo não faz menção dessas galerias. Outros pensam que o muro de separação consistia apenas em duas fileiras de pedra, com uma terceira de madeira, no total de três côvados de altura. Joseph. viii. 2. Villal.—Mas os escritores sagrados parecem antes indicar que vigas de cedro eram fixadas nas paredes, a cada três fiadas de pedra, até o topo. Esse modo de arquitetura é claramente mencionado, C. 7:12. 1 Esd. 6:3. 4 e 5:8. Habac. 2:11. Os antigos admiravam tal variedade e consideravam a construção mais sólida. Vit. i. 5. Eupólemo (ap. Eus. præp. ix. 34.) observa que essas vigas eram presas entre si, no templo, por ganchos de cobre, pesando cada um um talento. H.—Tal era a estrutura do átrio interior. C.",,
2KI.3.1,1,<em>Achab.</em> Joram succeeded his brother. C. 1:17.,<em>Acab.</em> Joram sucedeu a seu irmão. C. 1:17.,,
2KI.6.14,14,"<em>Of an</em>, or, “of <em>the</em> army.” To take one man was judged of such consequence; and Benadad feared lest the Israelites should rise up in his defence. H.","<em>De um</em>, ou, ""do <em>the</em> exército."" Capturar um único homem era considerado de tal importância; e Benadad temia que os israelitas se levantassem em sua defesa. H.",,
2KI.6.18,18,"<em>Blindness.</em> The blindness here spoken of was of a particular kind, which hindered them from seeing the objects that were really before them; and represented other different object to their imagination; so that they no longer perceived the city of Dothan, nor were able to know the person of Eliseus; but were easily led by him, whom they took to be another man, to Samaria. Sot that he truly told them; <em>this is not the way, neither is this the city</em>, &c. because he spoke with relation to <em>the way</em>, and to <em>the city</em> which was represented to them. Ch.—Stratagems in war are lawful. S. Chrys, &c. Grot. Jur. iii. 1. 17. The words of the prophet might be merely ironical.—<em>Blindness</em>, Sept. <em>αορασια</em>, “not seeing” certain objects, while they could perceive others; as was the case of the men who sought Lot’s door at Sodom; (Gen. 19:11. C.) and the eyes of the disciples were held, that they might not know our Saviour. Eliseus had left his house, going towards Samaria to meet the soldiers; and when they asked him where the prophet dwelt, he answered truly, <em>This</em>, &c. For he was then near the royal city, and is above was at Dothan. Salien. H.—The reprobate will thus acknowledge their error, when it is too late, at the last day.","<em>Cegueira.</em> A cegueira aqui mencionada era de espécie particular, que os impedia de ver os objetos que estavam realmente diante deles, e representava outros objetos diferentes à sua imaginação; de modo que não mais percebiam a cidade de Dotã, nem eram capazes de reconhecer a pessoa de Eliseu; mas foram facilmente conduzidos por ele, a quem tomaram por outro homem, até Samaria. De sorte que ele lhes disse com verdade: <em>este não é o caminho, nem esta é a cidade</em>, &c. porque falou em relação <em>ao caminho</em> e <em>à cidade</em> que lhes era representada. Ch.—As estratagemas na guerra são lícitas. S. Crísostomo, &c. Grot. Jur. iii. 1. 17. As palavras do profeta podiam ser meramente irônicas.—<em>Cegueira</em>, Sept. <em>αορασια</em>, ""não ver"" certos objetos, podendo perceber outros; como ocorreu com os homens que buscavam a porta de Ló em Sodoma; (Gên. 19:11. C.) e os olhos dos discípulos foram retidos para que não reconhecessem nosso Salvador. Eliseu havia deixado sua casa, indo em direção a Samaria ao encontro dos soldados; e quando estes lhe perguntaram onde o profeta morava, respondeu com verdade: <em>Esta</em>, &c. Pois estava então próximo da cidade real, e acima estava em Dotã. Salien. H.—Os réprobos reconhecerão assim o seu erro, quando já for tarde, no último dia.",,
2KI.18.36,36,"<em>The people.</em> The three legates, ( C.) Isai. 36:21. <em>And they held their peace.</em> H.","<em>O povo.</em> Os três legados, ( C.) Is. 36:21. <em>E ficaram em silêncio.</em> H.",,
2KI.21.11,11,"<em>Doings.</em> Heb. “idols,” v. 2. See C. 17:12. H.","<em>Obras.</em> Heb. ""ídolos,"" v. 2. Cf. C. 17:12. H.",,
1CH.23.11,11,"<em>Children.</em> All together were not more than the children of each of the preceding, so that they only formed one class. T.—It would have been too burdensome for them to have performed the same service with those who were far more numerous: ( H.) therefore the sons of Semei were joined with the family of Leedan: ( C.) or rather Jaus and Baria went together, as one family.—<em>Counted.</em> Heb. “in one class, according to <em>their</em> father’s house.” H.","<em>Filhos.</em> Todos juntos não eram mais numerosos que os filhos de cada um dos precedentes, de modo que formaram apenas uma classe. T.—Teria sido demasiado oneroso para eles desempenhar o mesmo serviço que os muito mais numerosos: ( H.) por isso os filhos de Semei foram reunidos à família de Leedan: ( C.) ou antes Jaus e Baria foram juntos, como uma só família.—<em>Contados.</em> Hebr. ""numa só classe, segundo a casa de <em>seu</em> pai."" H.",,
2CH.15.6,6,"<em>Nation</em>, both in the times of Baasa, who fought against Asa, and afterwards. For the same prophecy may be literally explained of more thing than one. M.—<em>Distress.</em> Our Saviour says, <em>Then shall they deliver you up to be afflicted</em>, &c. <em>But he that shall persevere to the end, shall be saved.</em>","<em>Nação</em>, tanto nos tempos de Baasa, que lutou contra Asa, como depois. Pois a mesma profecia pode ser literalmente explicada de mais de uma coisa. M.—<em>Angústia.</em> Nosso Salvador diz, <em>Então vos entregarão para serdes afligidos</em>, &c. <em>Mas aquele que perseverar até o fim, será salvo.</em>",,
2CH.26.6,6,"<em>In.</em> Prot. “about Ashdod.” Sept. “he built (or repaired) the cities of Azotus,” to keep under the Philistines, who had revolted under Joram. C. 21:16.","<em>Em.</em> Prot. ""perto de Asdode."" Sept. ""ele construiu (ou reparou) as cidades de Azoto,"" para manter sob controle os filisteus, que haviam se revoltado sob Joram. C. 21:16.",,
2CH.33.16,16,"<em>And praise.</em> Prot. “thanks-offerings.” Sept. “a victim of salvation and praise.” H.—The sacrifice might be accompanied with canticles.—Ps. 26:6, &c. C.","<em>E louvor.</em> Prot. ""ações de graças."" Sept. ""uma vítima de salvação e louvor."" H.—O sacrifício poderia ser acompanhado de cânticos.—Sl. 26:6, &c. C.",,
EZR.8.10,10,"<em>Sons of.</em> Sept. supply “Baani,” whose name occurs, C. 2:10, and is here visibly wanting. C.","<em>Filhos de.</em> Sept. supre ""Baani,"" cujo nome aparece em C. 2:10 e aqui está visivelmente ausente. C.",,
NEH.4.10,10,"<em>Juda.</em> Some of the Jews, ( M.) who were dispirited at the greatness of the work and the threats of the enemy.—<em>Burdens.</em> Sept. “of the enemies.” Arab. “the Jews were strengthened, there were many porters, but they could not finish the work.” C.—<em>Rubbish</em> to be removed. T.","<em>Judá.</em> Alguns dos judeus, ( M.) que estavam desanimados com a grandeza da obra e as ameaças do inimigo.—<em>Cargas.</em> Sept. ""dos inimigos."" Árabe. ""os judeus foram fortalecidos, havia muitos carregadores, mas não conseguiam terminar a obra."" C.—<em>Entulho</em> a ser removido. T.",,
NEH.8.10,10,"<em>Wine.</em> Heb. and Sept. “things.” Syr. and Arab. have simply, “drink.”—<em>Portions.</em> The Greeks styled them, <em>μεριδες</em>; and the Latins, <em>sportulæ.</em> The custom prevailed not only among the Jews, (Est. 9:19) but also among Christians and pagans. Moses frequently exhorts the people to invite the poor; (Deut. 16:14) and S. Paul blames the rich Corinthians, for giving no part of their feast to them. 1 Cor. 11:21.—<em>Strength.</em> By this holy joy, we shall be encouraged to perform all our duties. C.—Sept. “Be not downcast, because he (the Lord) is our strength.” H.","<em>Vinho.</em> Heb. e Sept. ""coisas."" Sírio e árabe têm simplesmente ""bebida.""—<em>Porções.</em> Os gregos as denominavam <em>μεριδες</em>; e os latinos, <em>sportulæ.</em> O costume prevalecia não só entre os judeus, (Est. 9:19) mas também entre cristãos e pagãos. Moisés exorta frequentemente o povo a convidar os pobres; (Dt 16:14) e São Paulo censura os ricos coríntios por não reservarem nenhuma parte de seu banquete a eles. 1 Cor. 11:21.—<em>Força.</em> Por esta santa alegria, seremos encorajados a cumprir todos os nossos deveres. C.—Sept. ""Não vos entristeçais, porque ele (o Senhor) é a nossa força."" H.",,
NEH.13.16,16,"<strong>Ver.16.</strong> <em>Tyrians.</em> Who had established themselves there, for the sake of commerce, though the chosen people ought to have kept them at a great distance, for fear of seduction. C.","<strong>Ver.16.</strong> <em>Tírios.</em> Que ali se haviam estabelecido por causa do comércio, embora o povo eleito devesse tê-los mantido a grande distância, por temor de sedução. C.",,
TOB.6.3,3,<em>And.</em> This verse is not in Greek. Tobias and the fish were both in the water. C.,<em>E.</em> Este versículo não está no grego. Tobias e o peixe estavam ambos na água. C.,,
JDT.1.9,9,"<em>Jesse</em>, or Gessen, where Joseph placed his brethren. Gen. 46:34.","<em>Jesse</em>, ou Gessen, onde José instalou seus irmãos. Gên. 46:34.",,
JDT.15.10,10,"<em>She.</em> Gr. “They were gone into her <em>apartment</em>, they,” &c.—<em>Art the.</em> Gr. adds, “great joy, and the great boast of our race; because thou hast done all these things with thy hand, thou hast procured the good of Israel, and God hath been pleased with them. Be thou blessed by the omnipotent Lord for ever.” H.—Judith was a figure of the blessed Virgin, to whom these praises chiefly belong. Fulbert. W.","<em>Ela.</em> Gr. ""Eles foram ao seu <em>aposento</em>, eles,"" &c.—<em>És a.</em> Gr. acrescenta, ""grande alegria, e o grande orgulho da nossa raça; porque fizeste todas estas coisas com tua própria mão, procuraste o bem de Israel, e Deus se agradou delas. Sê bendita pelo Senhor onipotente para sempre."" H.—Judite foi uma figura da bem-aventurada Virgem, a quem estes louvores pertencem principalmente. Fulberto. W.",,
1MA.9.4,4,"<em>Berea</em>, or Beroth, in Benjamin, not far from <em>Laisa</em>, or Lesen, (Jos. 18:25) where Judas was encamped, ( C.) with 3000 (Gorion); Josephus says 1000; Rufin translates 2000.","<em>Bereia</em>, ou Beroth, em Benjamim, não longe de <em>Laisa</em>, ou Lesen (Jos. 18:25), onde Judas estava acampado (C.) com 3000 (Gorion); Josefo diz 1000; Rufino traduz 2000.",,
2MA.1.19,19,"<em>Persia.</em> Babylonia, called here Persia, from being afterwards a part of the Persian empire. Ch.—Thus S. Chrys. (H. 6. in Mat.) says, the Jews were delivered from “the Persian captivity.” W.—All beyond the Euphrates was now called Persia.—<em>Valley</em> of Topheth, where ( C.) it is still shewn. Doubdan.—The miraculous pit was enclosed by Artaxerxes. C. 5:23. H.—Four miracles occurred respecting this fire. v. 20. 22. 32. W.","<em>Pérsia.</em> Babilônia, aqui denominada Pérsia por ter-se tornado posteriormente parte do império persa. Ch.—Assim S. Crisóstomo (H. 6. in Mat.) afirma que os judeus foram libertados ""do cativeiro persa."" W.—Tudo além do Eufrates era então chamado de Pérsia.—<em>Vale</em> de Tofete, onde (C.) ainda se mostra. Doubdan.—O poço milagroso foi cercado por Artaxerxes. C. 5:23. H.—Quatro milagres ocorreram a respeito desse fogo. v. 20. 22. 32. W.",,
2MA.5.2,2,"<em>Days.</em> These things were not seen only by people inclined to superstition, or for a short time. There must be true prodigies, as so many false ones have been published. Josephus records what happened before the last siege of Jerusalem, de Bel. vii. 12. C.—Miraculous visions foreshew the wrath of God against sinners, and admonish all to repent, as the emperor Charlemagne interpreted the appearance of a great comet. Fascic. rerum. W.—Yet such things are sometimes only natural effects, which the ignorant misapply. This was not here the case. H.","<em>Dias.</em> Essas coisas não foram vistas apenas por pessoas inclinadas à superstição, nem por pouco tempo. Devem ser prodígios verdadeiros, visto que tantos falsos foram publicados. Josefo registra o que aconteceu antes do último cerco de Jerusalém, de Bel. vii. 12. C.—Visões miraculosas prenunciam a ira de Deus contra os pecadores e exortam a todos ao arrependimento, como o imperador Carlos Magno interpretou o aparecimento de um grande cometa. Fascic. rerum. W.—Contudo, tais coisas são às vezes apenas efeitos naturais que os ignorantes mal interpretam. Não era esse o caso aqui. H.",,
2MA.10.3,3,"<em>Stones;</em> “heated,” (Gr. Syr. Serar.) or by miracle, (Arab. Gorion. T.) or striking fire with a flint upon tinder. In this manner the Church still renews fire on Holy Saturday. The Jews could not use profane fire in the temple. Lev. 10:1. God restored the sacred fire by miracle. C. 1:18. &c. Pagans have had many superstitious customs with regard to fire. C.","<em>Pedras;</em> ""aquecidas,"" (Gr. Syr. Serar.) ou por milagre, (Arab. Gorion. T.) ou fazendo fogo com pederneira sobre isca. Desse modo a Igreja ainda renova o fogo no Sábado Santo. Os judeus não podiam usar fogo profano no templo. Lev. 10:1. Deus restaurou o fogo sagrado por milagre. C. 1:18. &c. Os pagãos tiveram muitos costumes supersticiosos com relação ao fogo. C.",,
JOB.30.23,23,<em>Liveth.</em> Death is a relief to a just man in tribulation. W.,<em>Vive.</em> A morte é um alívio para um homem justo na tribulação. W.,,
JOB.36.32,32,"<em>Hands</em>, or clouds, which are compared to a hand. 3 K. 18:44. He opens his hand, and light appears. This expression denotes the utmost facility with which a very surprising thing is effected.—<em>To come.</em> Heb. “by this obstacle.” He alludes to the sun’s eclipse, as if God’s hand covered its disk. C.—Prot. “He … commandeth it <em>not to shine</em>, by <em>the cloud</em> that cometh betwixt.”","<em>Mãos</em>, ou nuvens, que são comparadas a uma mão. 3 Rs. 18:44. Ele abre a sua mão, e a luz aparece. Esta expressão denota a máxima facilidade com que algo surpreendente é realizado.—<em>Para vir.</em> Heb. ""por este obstáculo."" Ele alude ao eclipse do sol, como se a mão de Deus cobrisse o seu disco. C.—Prot. ""Ele… ordena que <em>não brilhe</em>, pela <em>nuvem</em> que vem entre eles.""",,
JOB.37.23,23,"<em>Worthily.</em> Heb. “the Almighty, we cannot find him out,” ( H.) or comprehend his nature or mysteries. C.","<em>Dignamente.</em> Heb. ""o Todo-Poderoso, não podemos encontrá-lo,"" ( H.) ou compreender sua natureza ou mistérios. C.",,
PSA.6.11,11,"<em>Troubled.</em> This is a prophecy, (S. Aug.) or a prayer for their speedy and earnest conversion, (S. Jer. C.) or a threat if they persist. W.—<em>Speedily.</em> At the last day, the wicked will perceive how short life has been. <em>Tuncsentient peccatores quam non sit longa omnis vita quæ transit.</em> S. Aug.","<em>Perturbados.</em> Isto é uma profecia, (S. Ag.) ou uma oração pela sua conversão rápida e sincera, (S. Jer. C.) ou uma ameaça caso persistam. W.—<em>Brevemente.</em> No último dia, os ímpios perceberão quão curta foi a vida. <em>Tunc sentient peccatores quam non sit longa omnis vita quæ transit.</em> S. Ag.",,
PSA.9.1,1,"<em>The hidden things of the son.</em> The humility and sufferings of Christ, the <em>Son</em> of God; and of good Christians, who are his <em>sons</em> by adoption; and called <em>hidden things</em>, with regard to the children of this world, who know not the value and merit of them. Ch.—It may also signify, “to Ben, the master of music, over the young women.” See 1 Par. 15:18. C. M.—These authors have joined <em>almuth</em>, which S. Jerom, &c. read as tow words, “<em>on</em> the <em>death</em> of the son.” Prot. “upon Muth Labben.” David might allude to the death of Absalom, or of some of his other children. But he has his Son, Christ, the conqueror of death and hell, principally in view, as this psalm sings of victory over nations. His incarnation and the afflictions of Christians are hidden in God. W.—<em>Lamnatseach</em> has generally a preposition, <em>l, al</em>, &c. after it, which might induce us to prefer rendering “death,” before “secrets or young women.” H.—But <em>al</em> may be understood, as it is found Ps. 45., where all have, “for the secrets.” In Heb. this psalm is divided (Bert.) at v. 22nd, and formerly it seems at the 17th. C.—This division is arbitrary, and of no consequence for the understanding of the psalms. Bert.—It would be well if there were no more serious controversy between Catholics and Protestants. The Jews agree with neither. Some unite the 1st and 2nd, as Kimchi does the 114th and 115th. Amama.—What is here rendered <em>a psalm for David</em>, is the same in the Heb. and Sept. as has been before expressed <em>of David.</em> Ps. 3. H.","<em>As coisas ocultas do filho.</em> A humildade e os sofrimentos de Cristo, o <em>Filho</em> de Deus; e dos bons cristãos, que são seus <em>filhos</em> por adoção; e chamadas <em>coisas ocultas</em> em relação aos filhos deste mundo, que não conhecem o valor e o mérito delas. Ch.—Pode também significar ""a Ben, o mestre de música, sobre as jovens."" Ver 1 Par. 15:18. C. M.—Esses autores uniram <em>almuth</em>, que S. Jerônimo etc. lê como duas palavras, ""<em>sobre</em> a <em>morte</em> do filho."" Prot. ""sobre Muth Labben."" Davi poderia aludir à morte de Absalão, ou de algum de seus outros filhos. Mas tem em vista principalmente seu Filho, Cristo, o vencedor da morte e do inferno, pois este salmo canta a vitória sobre as nações. Sua Encarnação e as aflições dos cristãos estão ocultas em Deus. W.—<em>Lamnatseach</em> geralmente tem uma preposição, <em>l, al</em>, etc. após ele, o que poderia levar-nos a preferir traduzir ""morte"" em vez de ""segredos ou jovens."" H.—Mas <em>al</em> pode estar subentendido, como se encontra no Sl. 45., onde todos têm ""para os segredos."" Em Heb. este salmo é dividido (Bert.) no v. 22, e antigamente parece ter sido no 17º. C.—Esta divisão é arbitrária e não tem consequência para a compreensão dos salmos. Bert.—Seria bom que não houvesse controvérsia mais séria entre católicos e protestantes. Os judeus não concordam com nenhum dos dois. Alguns unem o 1º e o 2º, como Kimchi faz com o 114º e o 115º. Amama.—O que aqui se traduz como <em>um salmo para Davi</em> é o mesmo em Heb. e Sept. que foi antes expresso como <em>de Davi.</em> Sl. 3. H.",,
PSA.9.4,4,"<em>Back;</em> routed. After Saul’s family was taken off, none durst oppose David. They saw that the Lord had set him on the throne. C.—Only after his sin, rebels began to molest him. H.—The Fathers explain this of the devil and his agents. S. Jer.—God repelleth the enemy, when man is not able to resist. W.","<em>Derrotados;</em> postos em fuga. Após a extinção da família de Saul, ninguém ousou opor-se a Davi. Viram que o Senhor o havia colocado no trono. C.—Somente após o seu pecado é que os rebeldes começaram a molestá-lo. H.—Os Padres explicam isto a respeito do diabo e de seus agentes. S. Jer.—Deus repele o inimigo quando o homem não é capaz de resistir. W.",,
PSA.12.2,2,"<em>Day;</em> frequently. W.—Sept. adds, “and night.” C.—These cares and perplexities arise from persecutions and from man’s weakness. W.","<em>Dia;</em> frequentemente. W.—A Septuaginta acrescenta: ""e noite."" C.—Esses cuidados e perplexidades surgem das perseguições e da fraqueza humana. W.",,
PSA.19.1,1,"<em>David.</em> This psalm was to be sung when he or his successors went to battle. In a higher sense, it may allude to the victories of Christ, and of his Church. Bert.—Christian must offer up this prayer for their governors. W.—It was probably composed when the Ammonites and Syrians made such great preparations for war, v. 8 and 2 K. 10:6. 18. C.","<em>Davi.</em> Este salmo devia ser cantado quando ele ou seus sucessores iam à batalha. Em sentido mais elevado, pode aludir às vitórias de Cristo e de sua Igreja. Bert.—O cristão deve oferecer esta oração por seus governantes. W.—Foi provavelmente composto quando os amonitas e os sírios fizeram grandes preparativos para a guerra, v. 8 e 2 Rs 10:6. 18. C.",,
